语例ID,主语(目标域),谓语(源域),目标域,目标域名称,源域,源域名称,映射方向,映射方向标签,F_field,A_level,D_number,D_abstract,I_depth,S_schema,D_processing,CC连续值,CC等级(等距法),标注覆盖,CC标注值,CC等级(五分位法)
xb_00160,党的领导,革命事业胜利的保证,SC,社会,OB,物体,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_00161,新干部,革命队伍的新鲜血液,LF,光线,BD,建筑,2,具体→抽象,0.2,0.0,0.4,0.15,0.33,0.33,0.33,0.231,2,否,2,2
xb_00162,钻井工人,开发油田的尖兵,LF,光线,OB,物体,1,具体→具体,0.2,0.0,0.4,0.15,0.0,0.0,0.0,0.0825,1,否,2,1
xb_00163,马克思主义哲学,指导科学发展的明灯,TH,思维,NT,自然,2,具体→抽象,0.8,0.67,0.8,0.735,0.33,0.33,0.33,0.5528,3,否,2,4
xb_00164,疫病,发展牲畜的大敌,MR,机器,HM,人体,1,具体→具体,0.6,0.33,0.6,0.465,0.0,0.0,0.0,0.2557,2,否,2,2
xb_00165,党的基本路线,劳动人民的生命线,SC,社会,LV,生命,2,具体→抽象,0.8,0.67,0.8,0.735,0.33,0.33,0.33,0.5528,3,否,2,4
xb_00166,曲艺,革命文艺的轻武器,EV,事件,WR,战争,2,具体→抽象,0.4,0.33,0.6,0.415,0.33,0.33,0.33,0.3768,2,否,2,2
xb_00167,人民,改造社会、改造自然的最伟大的动力,LF,光线,FC,力量,2,具体→抽象,0.2,0.0,0.4,0.15,0.33,0.33,0.33,0.231,2,否,2,2
xb_00168,它,压迫的工具,SC,社会,OB,物体,2,具体→抽象,0.8,0.67,0.8,0.735,0.33,0.33,0.33,0.5528,3,否,2,4
xb_00169,贫农大众,革命先锋,SC,社会,OB,物体,2,具体→抽象,0.8,0.67,0.8,0.735,0.33,0.33,0.33,0.5528,3,否,2,4
xb_00170,科学技术,生产斗争知识的结晶,TH,思维,OB,物体,2,具体→抽象,0.8,0.67,0.8,0.735,0.33,0.33,0.33,0.5528,3,否,2,4
xb_00171,爱国卫生运动中的群众积极分子队伍,移风易俗的重要突击队,SC,社会,OB,物体,1,具体→具体,0.8,0.67,0.8,0.735,0.0,0.0,0.0,0.4043,3,否,2,3
xb_00172,毛主席的革命路线,灯塔,SC,社会,OB,物体,2,具体→抽象,0.8,0.67,0.8,0.735,0.33,0.33,0.33,0.5528,3,否,2,4
xb_00173,旧社会,劳动人民的地狱,SC,社会,SP,空间,2,具体→抽象,0.8,0.67,0.8,0.735,0.33,0.33,0.33,0.5528,3,否,2,4
xb_00174,共产党,劳动人民的救星,SC,社会,NT,自然,2,具体→抽象,0.8,0.67,0.8,0.735,0.33,0.33,0.33,0.5528,3,否,2,4
xb_00175,贫下中农理论队伍,无产阶级理论队伍的主力,TH,思维,OB,物体,2,具体→抽象,0.8,0.67,0.8,0.735,0.33,0.33,0.33,0.5528,3,否,1,4
xb_00176,革命的创造精神,革命艺术的生命,AB,抽象,LV,生命,2,具体→抽象,0.8,0.67,0.8,0.735,0.33,0.33,0.33,0.5528,3,否,1,4
xb_00177,风雪灾害,发展畜牧业的大敌,AB,抽象,HM,人体,2,具体→抽象,0.8,0.67,0.8,0.735,0.33,0.33,0.33,0.5528,3,否,2,4
xb_00178,党,劳动人民的大救星,SC,社会,NT,自然,2,具体→抽象,0.8,0.67,0.8,0.735,0.33,0.33,0.33,0.5528,3,否,2,4
xb_00179,"""均贫富""的口号",当时劳动群众反对地主阶级剥削压迫的战斗纲领,SC,社会,WR,战争,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_00180,我国医药学,宝贵的遗产,TH,思维,EC,经济,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_00181,工人阶级,发展社会主义生产的决定力量,SC,社会,FC,力量,2,具体→抽象,0.8,0.67,0.8,0.735,0.33,0.33,0.33,0.5528,3,否,2,4
xb_00182,中日两国政府联合声明,指导两国关系的准则,SC,社会,OB,物体,4,抽象→具体,0.8,0.67,0.8,0.735,0.67,0.67,0.67,0.7058,4,否,4,5
xb_00183,毛主席的无产阶级革命路线,指引人们向沙漠胜利进军的灯塔,SC,社会,OB,物体,2,具体→抽象,0.8,0.67,0.8,0.735,0.33,0.33,0.33,0.5528,3,否,2,4
xb_00184,中朝两国人民,一家人,SC,社会,OB,物体,2,具体→抽象,0.8,0.67,0.8,0.735,0.33,0.33,0.33,0.5528,3,否,2,4
xb_00185,批林批孔运动,发展社会主义生产的强大推动力,SC,社会,FC,力量,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_00186,马克思主义,革命人民的有力武器,TH,思维,WR,战争,2,具体→抽象,0.8,0.67,0.8,0.735,0.33,0.33,0.33,0.5528,3,否,2,4
xb_00187,重工业,发展轻工业的宝库,SC,社会,EC,经济,2,具体→抽象,0.8,0.67,0.8,0.735,0.33,0.33,0.33,0.5528,3,否,2,4
xb_00188,青年,革命事业的生力军,SC,社会,WR,战争,1,具体→具体,0.8,0.67,0.8,0.735,0.0,0.0,0.0,0.4043,3,否,2,3
xb_00189,阶级斗争,推动社会历史前进的动力,SC,社会,FC,力量,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_00190,阶级斗争的理论,在整个无产阶级专政时期战胜困难和不断前进的动力,TH,思维,FC,力量,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_00191,人民群众,革命战争的主要力量,SC,社会,FC,力量,2,具体→抽象,0.8,0.67,0.8,0.735,0.33,0.33,0.33,0.5528,3,否,2,4
xb_00192,最强大的一种生产力,革命阶级本身,SC,社会,FC,力量,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_00193,棉蚜,危害棉花生长的顽敌,MR,机器,HM,人体,1,具体→具体,0.6,0.33,0.6,0.465,0.0,0.0,0.0,0.2557,2,否,2,2
xb_00194,毛泽东同志,革命思想的巨人之一,AB,抽象,SP,空间,1,具体→具体,0.8,0.67,0.8,0.735,0.0,0.0,0.0,0.4043,3,否,2,3
xb_00195,毛主席革命路线,革命人民的生命线,SC,社会,LV,生命,2,具体→抽象,0.8,0.67,0.8,0.735,0.33,0.33,0.33,0.5528,3,否,2,4
xb_00196,伟大的毛泽东思想,革命人民力量的源泉,TH,思维,NT,自然,2,具体→抽象,0.8,0.67,0.8,0.735,0.33,0.33,0.33,0.5528,3,否,2,4
xb_00197,毛泽东思想,革命传家宝,TH,思维,OB,物体,2,具体→抽象,0.8,0.67,0.8,0.735,0.33,0.33,0.33,0.5528,3,否,1,4
xb_00198,他的思想,指引后代的灯塔,TH,思维,OB,物体,2,具体→抽象,0.8,0.67,0.8,0.735,0.33,0.33,0.33,0.5528,3,否,2,4
xb_00199,毛主席的革命路线,劳动人民的生命线,SC,社会,LV,生命,2,具体→抽象,0.8,0.67,0.8,0.735,0.33,0.33,0.33,0.5528,3,否,1,4
xb_00200,帝国主义,革命人民的反面教员,MR,机器,HM,人体,2,具体→抽象,0.6,0.33,0.6,0.465,0.33,0.33,0.33,0.4042,3,否,2,2
xb_00201,马克思主义,指引无产阶级夺取胜利的战斗旗帜,TH,思维,WR,战争,2,具体→抽象,0.8,0.67,0.8,0.735,0.33,0.33,0.33,0.5528,3,否,2,4
xb_00202,工会,学校,SC,社会,MC,医疗,1,具体→具体,0.8,0.67,0.8,0.735,0.0,0.0,0.0,0.4043,3,否,1,3
xb_00203,古代文化,发展无产阶级新文化的借鉴,TM,时间,EC,经济,3,抽象→抽象,0.4,0.33,0.6,0.415,0.67,0.33,0.534,0.4686,3,否,3,3
xb_00204,兴修水利,发展农业生产的关键,SC,社会,OB,物体,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_00205,毛主席三个世界战略方针,指导世界革命的强大武器,TH,思维,WR,战争,2,具体→抽象,0.8,0.67,0.8,0.735,0.33,0.33,0.33,0.5528,3,否,1,4
xb_00206,毛主席的革命路线,指引长征胜利的灯塔,SC,社会,OB,物体,2,具体→抽象,0.8,0.67,0.8,0.735,0.33,0.33,0.33,0.5528,3,否,2,4
xb_00207,妇女,劳动大军,SC,社会,WR,战争,1,具体→具体,0.8,0.67,0.8,0.735,0.0,0.0,0.0,0.4043,3,否,2,3
xb_00208,最强大的生产力,革命阶级本身,SC,社会,FC,力量,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_00209,知识分子,革命力量,SC,社会,FC,力量,4,抽象→具体,0.8,0.67,0.8,0.735,0.67,0.67,0.67,0.7058,4,否,4,5
xb_00210,实用主义,垄断资产阶级的市侩哲学,AB,抽象,OB,物体,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_00211,女交通员,革命战争中千百万浴血献身的共产党人和无数革命先烈的一个代表,LF,光线,HM,人体,2,具体→抽象,0.2,0.0,0.4,0.15,0.33,0.33,0.33,0.231,2,否,2,2
xb_00212,钢铁工业,现代化工业的基础,SC,社会,OB,物体,2,具体→抽象,0.8,0.67,0.8,0.735,0.33,0.33,0.33,0.5528,3,否,2,4
xb_00213,我们的事业,服务人民,AB,抽象,HM,人体,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_00214,管好市场,发展农业生产的一个重要条件,EV,事件,HM,人体,3,抽象→抽象,0.4,0.33,0.6,0.415,0.67,0.33,0.534,0.4686,3,否,3,3
xb_00215,电力,发展基础工业的原动力,AB,抽象,FC,力量,2,具体→抽象,0.8,0.67,0.8,0.735,0.33,0.33,0.33,0.5528,3,否,2,4
xb_00216,共产党,劳动人民的救命恩人,SC,社会,HM,人体,2,具体→抽象,0.8,0.67,0.8,0.735,0.33,0.33,0.33,0.5528,3,否,2,4
xb_00217,牧场,发展畜牧业的物质基础,EV,事件,OB,物体,4,抽象→具体,0.4,0.33,0.6,0.415,0.67,0.67,0.67,0.5298,3,否,4,3
xb_00218,毛泽东思想,检验真理的标准,TH,思维,OB,物体,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_00219,四人帮的反革命政治纲领,迫害老干部的刀子,SC,社会,WR,战争,2,具体→抽象,0.8,0.67,0.8,0.735,0.33,0.33,0.33,0.5528,3,否,2,4
xb_00220,霸权主义,威胁世界和平,SC,社会,OB,物体,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_00221,利润,发展国民经济、提高人民生活水平的一个来源,MR,机器,NT,自然,2,具体→抽象,0.6,0.33,0.6,0.465,0.33,0.33,0.33,0.4042,3,否,2,2
xb_00222,电力工业,现代化工业的基本动力,SC,社会,FC,力量,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_00223,杂草,威胁作物生长的一大祸害,AB,抽象,OB,物体,4,抽象→具体,0.8,0.67,0.8,0.735,0.67,0.67,0.67,0.7058,4,否,4,5
xb_00224,列车,活动标语牌,AB,抽象,OB,物体,1,具体→具体,0.8,0.67,0.8,0.735,0.0,0.0,0.0,0.4043,3,否,2,3
xb_00225,知识分子,劳动人民一部分,SC,社会,OB,物体,2,具体→抽象,0.8,0.67,0.8,0.735,0.33,0.33,0.33,0.5528,3,否,1,4
xb_00226,创造性精神,革命理论活的灵魂,MR,机器,BD,建筑,3,抽象→抽象,0.6,0.33,0.6,0.465,0.67,0.33,0.534,0.496,3,否,3,3
xb_00227,文艺,整个革命机器中的齿轮和螺丝钉,EV,事件,MC,医疗,2,具体→抽象,0.4,0.33,0.6,0.415,0.33,0.33,0.33,0.3768,2,否,2,2
xb_00228,情人的眼睛,测量爱情最灵敏的温度计,ST,结构,OB,物体,1,具体→具体,0.8,0.67,0.8,0.735,0.0,0.0,0.0,0.4043,3,否,2,3
xb_00229,宗教,麻醉人民的鸦片烟,AB,抽象,HM,人体,2,具体→抽象,0.8,0.67,0.8,0.735,0.33,0.33,0.33,0.5528,3,否,1,4
xb_00230,发展配合饲料,现代化畜牧业的物质基础,SC,社会,OB,物体,2,具体→抽象,0.8,0.67,0.8,0.735,0.33,0.33,0.33,0.5528,3,否,2,4
xb_00231,法律,保护人民、打击敌人、惩罚犯罪的有力武器,SC,社会,WR,战争,2,具体→抽象,0.8,0.67,0.8,0.735,0.33,0.33,0.33,0.5528,3,否,1,4
xb_00232,检验真理的标准,实践,SC,社会,OB,物体,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_00233,办好生产队,发展农业生产的基础,SC,社会,OB,物体,2,具体→抽象,0.8,0.67,0.8,0.735,0.33,0.33,0.33,0.5528,3,否,2,4
xb_00234,科技人员,建设四个现代化的生力军,TH,思维,WR,战争,1,具体→具体,0.8,0.67,0.8,0.735,0.0,0.0,0.0,0.4043,3,否,2,3
xb_00235,共产党员,改造世界的人,SC,社会,OB,物体,1,具体→具体,0.8,0.67,0.8,0.735,0.0,0.0,0.0,0.4043,3,否,2,3
xb_00236,农民群众,建设社会主义的可靠同盟军,SC,社会,WR,战争,2,具体→抽象,0.8,0.67,0.8,0.735,0.33,0.33,0.33,0.5528,3,否,1,4
xb_00237,市场,检验企业经营成败的试金石,AB,抽象,OB,物体,2,具体→抽象,0.8,0.67,0.8,0.735,0.33,0.33,0.33,0.5528,3,否,2,4
xb_00238,价格,调整供需矛盾、控制消耗、促进生产的一种手段或经济杠杆,TM,时间,OB,物体,3,抽象→抽象,0.4,0.33,0.6,0.415,0.67,0.33,0.534,0.4686,3,否,3,3
xb_00239,白蚁,危害木材、房屋建筑的大敌,MR,机器,OB,物体,1,具体→具体,0.6,0.33,0.6,0.465,0.0,0.0,0.0,0.2557,2,否,2,2
xb_00240,群众,革命力量的源泉,SC,社会,NT,自然,2,具体→抽象,0.8,0.67,0.8,0.735,0.33,0.33,0.33,0.5528,3,否,2,4
xb_00241,社会,教育孩子的大课堂,SC,社会,OB,物体,2,具体→抽象,0.8,0.67,0.8,0.735,0.33,0.33,0.33,0.5528,3,否,2,4
xb_00242,我国羽绒制品,出口商品中的一株新花,AB,抽象,LV,生命,1,具体→具体,0.8,0.67,0.8,0.735,0.0,0.0,0.0,0.4043,3,否,2,3
xb_00243,医院里,社会的缩影,SC,社会,OB,物体,4,抽象→具体,0.8,0.67,0.8,0.735,0.67,0.67,0.67,0.7058,4,否,4,5
xb_00244,爱国主义,建设社会主义的巨大精神力量,MR,机器,FC,力量,3,抽象→抽象,0.6,0.33,0.6,0.465,0.67,0.33,0.534,0.496,3,否,3,3
xb_00245,强大的武器,劳动生产率,EV,事件,WR,战争,4,抽象→具体,0.4,0.33,0.6,0.415,0.67,0.67,0.67,0.5298,3,否,4,3
xb_00246,主义,研究问题的指南针,TH,思维,OB,物体,2,具体→抽象,0.8,0.67,0.8,0.735,0.33,0.33,0.33,0.5528,3,否,2,4
xb_00247,革命的理论,革命运动的先导,TH,思维,OB,物体,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_00248,中美建交公报以及和平共处五项原则,发展两国关系的基石,AB,抽象,OB,物体,2,具体→抽象,0.8,0.67,0.8,0.735,0.33,0.33,0.33,0.5528,3,否,1,4
xb_00249,买办资产阶级,革命对象,SC,社会,OB,物体,2,具体→抽象,0.8,0.67,0.8,0.735,0.33,0.33,0.33,0.5528,3,否,2,4
xb_00250,劳动,财富的源泉,LF,光线,NT,自然,2,具体→抽象,0.2,0.0,0.4,0.15,0.33,0.33,0.33,0.231,2,否,2,2
xb_00251,老干部,我们党和国家的宝贵财富,LF,光线,EC,经济,4,抽象→具体,0.2,0.0,0.4,0.15,0.67,0.67,0.67,0.384,2,否,4,2
xb_00252,群众,真正的英雄,LF,光线,HM,人体,2,具体→抽象,0.2,0.0,0.4,0.15,0.33,0.33,0.33,0.231,2,否,2,2
xb_00253,人民群众,历史的创造者,SC,社会,HM,人体,2,具体→抽象,0.8,0.67,0.8,0.735,0.33,0.33,0.33,0.5528,3,否,2,4
xb_00254,党的基层组织,党的全部工作和战斗力的基础,SC,社会,OB,物体,2,具体→抽象,0.8,0.67,0.8,0.735,0.33,0.33,0.33,0.5528,3,否,2,4
xb_00255,市场,企业的生命线,AB,抽象,LV,生命,2,具体→抽象,0.8,0.67,0.8,0.735,0.33,0.33,0.33,0.5528,3,否,2,4
xb_00256,群众,真正的铜墙铁壁,LF,光线,WR,战争,2,具体→抽象,0.2,0.0,0.4,0.15,0.33,0.33,0.33,0.231,2,否,2,2
xb_00257,我们的文学艺术,人民的文学艺术,EV,事件,OB,物体,3,抽象→抽象,0.4,0.33,0.6,0.415,0.67,0.33,0.534,0.4686,3,否,4,3
xb_00258,人民,历史的主人,SC,社会,HM,人体,2,具体→抽象,0.8,0.67,0.8,0.735,0.33,0.33,0.33,0.5528,3,否,2,4
xb_00259,法律,保护人民群众权利的武器,SC,社会,WR,战争,2,具体→抽象,0.8,0.67,0.8,0.735,0.33,0.33,0.33,0.5528,3,否,2,4
xb_00260,森林中的棒槌鸟,传播人参种子的媒鸟,MR,机器,OB,物体,1,具体→具体,0.6,0.33,0.6,0.465,0.0,0.0,0.0,0.2557,2,否,2,2
xb_00261,妇女,"家庭中的""半边天""",SC,社会,OB,物体,1,具体→具体,0.8,0.67,0.8,0.735,0.0,0.0,0.0,0.4043,3,否,1,3
xb_00262,家庭,建设社会主义精神文明的一个重要阵地,SC,社会,WR,战争,2,具体→抽象,0.8,0.67,0.8,0.735,0.33,0.33,0.33,0.5528,3,否,2,4
xb_00263,直辖市顾问委员会,同级党的委员会的政治上的助手和参谋,SC,社会,BD,建筑,1,具体→具体,0.8,0.67,0.8,0.735,0.0,0.0,0.0,0.4043,3,否,2,3
xb_00264,中国共产党,统帅,SC,社会,WR,战争,2,具体→抽象,0.8,0.67,0.8,0.735,0.33,0.33,0.33,0.5528,3,否,2,4
xb_00265,农民和知识分子,建设大军,TH,思维,WR,战争,1,具体→具体,0.8,0.67,0.8,0.735,0.0,0.0,0.0,0.4043,3,否,2,3
xb_00266,首犯,犯罪集团的核心人物,AB,抽象,SP,空间,2,具体→抽象,0.8,0.67,0.8,0.735,0.33,0.33,0.33,0.5528,3,否,2,4
xb_00267,森林资源调查队伍,发展林业的侦察尖兵,LF,光线,WR,战争,1,具体→具体,0.2,0.0,0.4,0.15,0.0,0.0,0.0,0.0825,1,否,2,1
xb_00268,市场,检验社会商品生产最灵敏的尺子,AB,抽象,OB,物体,2,具体→抽象,0.8,0.67,0.8,0.735,0.33,0.33,0.33,0.5528,3,否,2,4
xb_00269,1972年签署的德意志民主共和国和德意志联邦共和国的关系基础条约,发展两国关系的支柱,AB,抽象,FC,力量,2,具体→抽象,0.8,0.67,0.8,0.735,0.33,0.33,0.33,0.5528,3,否,2,4
xb_00270,中青年知识分子,发展科学技术的重要力量,TH,思维,FC,力量,4,抽象→具体,0.8,0.67,0.8,0.735,0.67,0.67,0.67,0.7058,4,否,4,5
xb_00271,武装警察部队,执法护法的部队,AB,抽象,WR,战争,1,具体→具体,0.8,0.67,0.8,0.735,0.0,0.0,0.0,0.4043,3,否,2,3
xb_00272,拐卖妇女,剥削制度的产物,SC,社会,OB,物体,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_00273,文风,透视党风的一个窗口,AB,抽象,BD,建筑,2,具体→抽象,0.8,0.67,0.8,0.735,0.33,0.33,0.33,0.5528,3,否,2,4
xb_00274,艺术遗迹和旅游景观的结合,"一个旅游的""黄金走廊""",AB,抽象,TR,交通,2,具体→抽象,0.8,0.67,0.8,0.735,0.33,0.33,0.33,0.5528,3,否,2,4
xb_00275,现代汉语,祖国语言的重要组成部分,CM,通讯,OB,物体,3,抽象→抽象,0.6,0.33,0.6,0.465,0.67,0.33,0.534,0.496,3,否,3,3
xb_00276,合同,致富的桥梁,AB,抽象,OB,物体,2,具体→抽象,0.8,0.67,0.8,0.735,0.33,0.33,0.33,0.5528,3,否,2,4
xb_00277,老一辈革命家,指引方向的火炬,SC,社会,OB,物体,2,具体→抽象,0.8,0.67,0.8,0.735,0.33,0.33,0.33,0.5528,3,否,2,4
xb_00278,条约中规定的原则,指导主权国家之间关系的普遍准则,AB,抽象,OB,物体,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_00279,正确的批评与自我批评,为人治病的药石,LF,光线,OB,物体,2,具体→抽象,0.2,0.0,0.4,0.15,0.33,0.33,0.33,0.231,2,否,2,2
xb_00280,发展县级经济,发展农村商品生产的强大推动力,EV,事件,FC,力量,3,抽象→抽象,0.4,0.33,0.6,0.415,0.67,0.33,0.534,0.4686,3,否,3,3
xb_00281,现在的人民子弟兵,建设精神文明的模范,LF,光线,OB,物体,2,具体→抽象,0.2,0.0,0.4,0.15,0.33,0.33,0.33,0.231,2,否,1,2
xb_00282,小城镇,调节城乡人口分布的巨大蓄水库,AB,抽象,MC,医疗,1,具体→具体,0.8,0.67,0.8,0.735,0.0,0.0,0.0,0.4043,3,否,2,3
xb_00283,少先队员,革命事业接班人,SC,社会,HM,人体,1,具体→具体,0.8,0.67,0.8,0.735,0.0,0.0,0.0,0.4043,3,否,2,3
xb_00284,体育场,综合设施的中心工程,AB,抽象,SP,空间,2,具体→抽象,0.8,0.67,0.8,0.735,0.33,0.33,0.33,0.5528,3,否,2,4
xb_00285,这些车,发展矿业的宝贝,AB,抽象,OB,物体,1,具体→具体,0.8,0.67,0.8,0.735,0.0,0.0,0.0,0.4043,3,否,2,3
xb_00286,《瞭望》周刊海外版,传播友谊的桥梁,AB,抽象,OB,物体,1,具体→具体,0.8,0.67,0.8,0.735,0.0,0.0,0.0,0.4043,3,否,1,3
xb_00287,科学技术,实现四个现代化的关键,TH,思维,OB,物体,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_00288,学生,教学过程中认识活动的主体,AB,抽象,OB,物体,4,抽象→具体,0.8,0.67,0.8,0.735,0.67,0.67,0.67,0.7058,4,否,4,5
xb_00289,顾问委员会,过渡形式,SC,社会,OB,物体,4,抽象→具体,0.8,0.67,0.8,0.735,0.67,0.67,0.67,0.7058,4,否,4,5
xb_00290,小城镇,发展城市和农村商品经济的纽带和桥梁,AB,抽象,OB,物体,1,具体→具体,0.8,0.67,0.8,0.735,0.0,0.0,0.0,0.4043,3,否,1,3
xb_00291,环境,人类生存的条件,AB,抽象,HM,人体,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_00292,领导机关,决策机关,SC,社会,MC,医疗,1,具体→具体,0.8,0.67,0.8,0.735,0.0,0.0,0.0,0.4043,3,否,2,3
xb_00293,政治经济学,消费经济学的理论基础,TH,思维,OB,物体,2,具体→抽象,0.8,0.67,0.8,0.735,0.33,0.33,0.33,0.5528,3,否,2,4
xb_00294,银行,调节国民经济的重要杠杆,SC,社会,OB,物体,2,具体→抽象,0.8,0.67,0.8,0.735,0.33,0.33,0.33,0.5528,3,否,2,4
xb_00295,扬子鳄,节能大师,MR,机器,HM,人体,1,具体→具体,0.6,0.33,0.6,0.465,0.0,0.0,0.0,0.2557,2,否,2,2
xb_00296,中国,一个和平和稳定的力量,SC,社会,FC,力量,2,具体→抽象,0.8,0.67,0.8,0.735,0.33,0.33,0.33,0.5528,3,否,2,4
xb_00297,法律,实践经验的总结,AB,抽象,FD,食物,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_00298,开展对外保险,发展我国对外贸易和经济往来的需要,AB,抽象,OB,物体,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_00299,技术实力,这些公司的生存之本,AB,抽象,OB,物体,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_00300,青少年,建设体育强国的生力军,SC,社会,WR,战争,1,具体→具体,0.8,0.67,0.8,0.735,0.0,0.0,0.0,0.4043,3,否,2,3
xb_00301,两个社会主义国家的根本利益,发展睦邻关系的客观基础,SC,社会,OB,物体,2,具体→抽象,0.8,0.67,0.8,0.735,0.33,0.33,0.33,0.5528,3,否,2,4
xb_00302,影剧院,宣传社会主义精神文明的重要阵地,AB,抽象,WR,战争,2,具体→抽象,0.8,0.67,0.8,0.735,0.33,0.33,0.33,0.5528,3,否,2,4
xb_00303,冶金企业,耗能大户,SC,社会,OB,物体,1,具体→具体,0.8,0.67,0.8,0.735,0.0,0.0,0.0,0.4043,3,否,2,3
xb_00304,钢架工事,他们的写作室,AB,抽象,SP,空间,2,具体→抽象,0.8,0.67,0.8,0.735,0.33,0.33,0.33,0.5528,3,否,2,4
xb_00305,出版社,生产精神食粮的,AB,抽象,FD,食物,2,具体→抽象,0.8,0.67,0.8,0.735,0.33,0.33,0.33,0.5528,3,否,2,4
xb_00306,社会主义经济法,保障经济体制改革和现代化建设顺利进行的有力武器,SC,社会,WR,战争,2,具体→抽象,0.8,0.67,0.8,0.735,0.33,0.33,0.33,0.5528,3,否,2,4
xb_00307,文化站,建设农村集镇文化中心的阵地,SC,社会,WR,战争,2,具体→抽象,0.8,0.67,0.8,0.735,0.33,0.33,0.33,0.5528,3,否,2,4
xb_00308,产品说明书,指导人们正确使用产品的老师,AB,抽象,HM,人体,1,具体→具体,0.8,0.67,0.8,0.735,0.0,0.0,0.0,0.4043,3,否,2,3
xb_00309,音乐,启迪人们智慧的一把钥匙,EV,事件,OB,物体,2,具体→抽象,0.4,0.33,0.6,0.415,0.33,0.33,0.33,0.3768,2,否,2,2
xb_00310,商业,生产领域和消费领域之间的桥梁和中介,EV,事件,OB,物体,2,具体→抽象,0.4,0.33,0.6,0.415,0.33,0.33,0.33,0.3768,2,否,2,2
xb_00311,自然保护区,研究鸟类的基地,AB,抽象,OB,物体,1,具体→具体,0.8,0.67,0.8,0.735,0.0,0.0,0.0,0.4043,3,否,1,3
xb_00312,马克思主义,人类文化的精华,TH,思维,FD,食物,2,具体→抽象,0.8,0.67,0.8,0.735,0.33,0.33,0.33,0.5528,3,否,2,4
xb_00313,土地,发展农业的最宝贵的资源,AB,抽象,EC,经济,4,抽象→具体,0.8,0.67,0.8,0.735,0.67,0.67,0.67,0.7058,4,否,4,5
xb_00314,合同工,劳动制度改革的产物,SC,社会,OB,物体,4,抽象→具体,0.8,0.67,0.8,0.735,0.67,0.67,0.67,0.7058,4,否,4,5
xb_00315,金钱,竞选机器运转的燃料,AB,抽象,FC,力量,2,具体→抽象,0.8,0.67,0.8,0.735,0.33,0.33,0.33,0.5528,3,否,2,4
xb_00316,金钱,政治生活的母乳,AB,抽象,FD,食物,2,具体→抽象,0.8,0.67,0.8,0.735,0.33,0.33,0.33,0.5528,3,否,2,4
xb_00317,法律,保护人民、打击犯罪的武器,SC,社会,WR,战争,2,具体→抽象,0.8,0.67,0.8,0.735,0.33,0.33,0.33,0.5528,3,否,2,4
