id,id,construction_type,subject,copula,predicate,source_domain,target_domain,mapping_direction,metaphor_type,thematic_role,copula_function,constructional_meaning,cognitive_accessibility,mapping_basis,conceptual_complexity,embodied_experience,cognitive_reference_point,entailment_richness,prototype_distance,link_type,inter_construction_links,systematicity,conventionality,function_in_network,copula_type,holistic_imagery,relational_thinking,metaphor_novelty,family_marker,inheritance_relation,original_id,full_sentence,construction,time,source,genre,mapping_content,entailment,inheritance_links_detail,polysemy_links_detail,subpart_links_detail,cognitive_reference_point_description,pragmatic_function,context_sensitivity,discourse_type,ca_level,md_label,construction_type_12,ca_code,md_code,type_code
xb_00964,xb_00964,copular_metaphor,经济指标高低,是,重要标准,OB,AB,3,ontological,1,equative,本条未作扩展构式义标注；核心统计仅使用已编码字段,3,similarity,3,0.75,基于源域的认知参照,0.75,1,1,"标准, 重要, 指标, 作用, 衡量, [标准隐喻构式群], [经济话语构式群]",0.95,0.95,1,standard,1.3,1.5,0.5,,"继承自""X是Y""基本判断构式",129382,经济指标的高低是衡量经济效益的重要标准，直接反映经济工作质量。,经济指标高低是重要标准,1987,人民日报,新闻,,,,,,,categorization,0.3,新闻,中,抽抽,中_抽抽,2,3,7
xb_00965,xb_00965,copular_metaphor,中朝两国,是,亲密邻邦,HM,SC,1,ontological,1,equative,本条未作扩展构式义标注；核心统计仅使用已编码字段,4,similarity,2,0.75,基于源域的认知参照,0.75,1,1,"邻邦, 亲密, 两国, 关系, 友谊, [邻邦隐喻构式群], [外交话语构式群]",0.95,0.95,1,standard,1.4,1.6,0.5,,"继承自""X是Y""基本判断构式",129399,中朝两国是亲密邻邦，两国人民之间的传统友谊源远流长。,中朝两国是亲密邻邦,1987,人民日报,新闻,,,,,,,categorization,0.3,新闻,高,具具,高_具具,3,1,9
xb_00966,xb_00966,copular_metaphor,决策,是,行动的先导,TR,AB,3,ontological,1,equative,本条未作扩展构式义标注；核心统计仅使用已编码字段,3,similarity,3,0.75,基于源域的认知参照,0.75,1,1,"先导, 行动, 决策, 作用, 指导, [先导隐喻构式群], [决策话语构式群]",0.95,0.95,1,standard,1.4,1.5,0.5,,"继承自""X是Y""基本判断构式",129415,决策是行动的先导，正确的决策能够指导行动朝正确的方向发展。,决策是行动的先导,1987,人民日报,新闻,,,,,,,categorization,0.3,新闻,中,抽抽,中_抽抽,2,3,7
xb_00967,xb_00967,copular_metaphor,金融组织的新形式,是,商品经济发展的产物,OB,SC,3,ontological,1,equative,本条未作扩展构式义标注；核心统计仅使用已编码字段,3,similarity,3,0.5,基于源域的认知参照,1.0,2,1,"产物, 经济, 发展, 组织, 形式, [产物隐喻构式群], [经济话语构式群]",0.95,0.95,2,standard,1.4,1.6,0.5,,"继承自""X是Y""基本判断构式",129437,金融组织的新形式是商品经济发展的产物，适应了市场经济的需要。,金融组织的新形式是商品经济发展的产物,1987,人民日报,新闻,,,,,,,categorization,0.3,新闻,中,抽抽,中_抽抽,2,3,7
xb_00968,xb_00968,copular_metaphor,军人,是,普通老百姓穿上军装的人,HM,LF,1,ontological,1,equative,本条未作扩展构式义标注；核心统计仅使用已编码字段,4,similarity,2,0.75,基于源域的认知参照,0.75,1,1,"军人, 老百姓, 军装, 本质, 军民, [军民关系构式群], [军队话语构式群]",0.95,0.95,1,standard,1.5,1.6,0.5,,"继承自""X是Y""基本判断构式",129468,们的辱骂和痛打面前不但不开枪甚至连口和拳头都不还的青年下这样的毒手，你们对他们号痛的声音竟然充耳不闻，,军人是普通老百姓穿上军装的人,1989,人民日报,新闻,,,,,,,categorization,0.3,新闻,高,具具,高_具具,3,1,9
xb_00969,xb_00969,copular_metaphor,工会和企业界三方协议,是,稳定经济的关键,OB,AB,3,ontological,1,equative,本条未作扩展构式义标注；核心统计仅使用已编码字段,3,similarity,3,0.75,基于源域的认知参照,0.75,1,1,"关键, 协议, 稳定, 经济, 三方, [关键隐喻构式群], [经济话语构式群]",0.95,0.95,1,standard,1.4,1.5,0.5,,"继承自""X是Y""基本判断构式",129476,因疲劳过度于7月14日心脏病突发去世。政府、工会和企业界三方协议是稳定经济的关键，面对严峻的经济形势，各方有达成妥协的意愿，然而，即使达,工会和企业界三方协议是稳定经济的关键,1989,人民日报,新闻,,,,,,,categorization,0.3,新闻,中,抽抽,中_抽抽,2,3,7
xb_00970,xb_00970,copular_metaphor,这种情况,是,发达国家工业化所造成的,OB,ST,4,ontological,1,equative,本条未作扩展构式义标注；核心统计仅使用已编码字段,3,similarity,4,0.5,基于源域的认知参照,1.0,2,1,"产物, 造成, 工业化, 环境, 原因, [产物隐喻构式群], [环境话语构式群]",0.95,0.95,2,standard,1.4,1.6,0.5,,"继承自""X是Y""基本判断构式",129488,水和空气等，由于人类活动已经出现了严重恶化的情况。首先，这种情况是发达国家工业化所造成的。在工业化过程中，地球自然资源被掠夺，土地、湖泊,这种情况是发达国家工业化所造成的,1989,人民日报,新闻,,,,,,,categorization,0.3,新闻,中,抽具,中_抽具,2,4,8
xb_00971,xb_00971,copular_metaphor,中泰友好关系,是,不同制度国家合作典范,OB,SC,3,ontological,1,equative,本条未作扩展构式义标注；核心统计仅使用已编码字段,3,similarity,3,0.75,基于源域的认知参照,1.0,1,1,"典范, 友好, 制度, 合作, 关系, [典范隐喻构式群], [外交话语构式群]",0.95,0.95,2,standard,1.5,1.6,0.5,,"继承自""X是Y""基本判断构式",129497,泽民说：中国不输出革命也不允许别国干涉内政杨尚昆说：中泰友好关系是不同制度国家合作典范本报北京10月25日讯　记者温宪报道：中共中央总书,中泰友好关系是不同制度国家合作典范,1989,人民日报,新闻,,,,,,,categorization,0.3,新闻,中,抽抽,中_抽抽,2,3,7
xb_00972,xb_00972,copular_metaphor,农业,是,安定天下的产业,EC,SC,4,ontological,1,equative,本条未作扩展构式义标注；核心统计仅使用已编码字段,3,similarity,4,0.75,基于源域的认知参照,1.0,1,1,"产业, 安定, 天下, 农业, 基础, [产业隐喻构式群], [农业话语构式群]",0.95,0.95,2,standard,1.6,1.7,0.5,,"继承自""X是Y""基本判断构式",129511,章提出　农业是安定天下的产业陈俊生在《求是》杂志发表文章提出农业是安定天下的产业新华社北京12月16日电　国务委员陈俊生在今日出版的<求,农业是安定天下的产业,1989,人民日报,新闻,,,,,,,categorization,0.3,新闻,中,抽具,中_抽具,2,4,8
xb_00973,xb_00973,copular_metaphor,医药,是,特殊商品,OB,ST,4,ontological,1,equative,本条未作扩展构式义标注；核心统计仅使用已编码字段,3,similarity,4,0.75,基于源域的认知参照,0.75,1,1,"商品, 特殊, 医药, 性质, 管理, [商品隐喻构式群], [医药话语构式群]",0.95,0.95,1,standard,1.4,1.5,0.5,,"继承自""X是Y""基本判断构式",129515,乘乱流入市场，直接危害人民群众健康和安全，亟需严加治理整顿。医药是特殊商品，关系到人民身体健康。国家对药品的制作和经营要求是十分严格的。,医药是特殊商品,1989,人民日报,新闻,,,,,,,categorization,0.3,新闻,中,抽具,中_抽具,2,4,8
xb_00974,xb_00974,copular_metaphor,我国各少数民族,是,勤劳智慧的民族,HM,SC,2,ontological,1,equative,本条未作扩展构式义标注；核心统计仅使用已编码字段,4,similarity,2,0.75,基于源域的认知参照,0.75,1,1,"民族, 勤劳, 智慧, 特质, 少数民族, [民族话语构式群], [特质隐喻构式群]",0.95,0.95,1,standard,1.5,1.6,0.5,,"继承自""X是Y""基本判断构式",129527,，促进各民族的共同繁荣。阿沛·阿旺晋美在文章的最后说，我国各少数民族是勤劳智慧的民族。只要我们在党和国家的领导和帮助下，将各族人民的积极性调,我国各少数民族是勤劳智慧的民族,1990,人民日报,新闻,,,,,,,categorization,0.3,新闻,高,具抽,高_具抽,3,2,10
xb_00975,xb_00975,copular_metaphor,抓农业,就是,稳定大局的基础,OB,SC,4,ontological,1,attributive,本条未作扩展构式义标注；核心统计仅使用已编码字段,3,similarity,4,0.75,基于源域的认知参照,1.0,1,1,"基础, 稳定, 大局, 农业, 根本, [基础隐喻构式群], [农业话语构式群]",0.95,0.95,2,negative,1.6,1.7,0.5,,"继承自""X是Y""基本判断构式",129532,。因此，应降低贷款利率，增加企业的流动资金。阮泊生代表说：抓农业是稳定大局的基础稳定大局首先要做好自己的事，抓农业就是稳定大局的基础。全,抓农业就是稳定大局的基础,1990,人民日报,新闻,,,,,,,categorization,0.3,新闻,中,抽具,中_抽具,2,4,8
xb_00976,xb_00976,copular_metaphor,各民主党派,是,合法政党,HM,ST,4,ontological,1,equative,本条未作扩展构式义标注；核心统计仅使用已编码字段,3,similarity,4,0.75,基于源域的认知参照,0.75,1,1,"政党, 合法, 民主, 性质, 地位, [政党话语构式群], [政协话语构式群]",0.95,0.95,1,standard,1.4,1.6,0.5,,"继承自""X是Y""基本判断构式",129536,、促进社会主义现代化建设和祖国统一的一支重要力量。在我国，各民主党派是合法政党，不是在野党，更不是反对党，而是接受共产党的领导、同中国共产党,各民主党派是合法政党,1990,人民日报,新闻,,,,,,,categorization,0.3,新闻,中,抽具,中_抽具,2,4,8
xb_00977,xb_00977,copular_metaphor,体育,是,文明国家在和平时期的一种战争,WR,ST,3,ontological,1,equative,本条未作扩展构式义标注；核心统计仅使用已编码字段,4,similarity,3,0.75,基于源域的认知参照,1.0,2,1,"战争, 体育, 和平, 竞技, 军人, [战争隐喻构式群], [体育话语构式群]",0.9,0.85,2,standard,1.6,1.5,0.5,,"继承自""X是Y""基本判断构式",129549,"越野赛几乎遍及每一座军营……国防大学一位陆军上校告诉记者，""体育是文明国家在和平时期的一种战争！那么我们军人就应该奔赴'前线'，打赢这场",体育是文明国家在和平时期的一种战争,1990,人民日报,新闻,,,,,,,categorization,0.3,新闻,高,抽抽,高_抽抽,3,3,11
xb_00978,xb_00978,copular_metaphor,中国,是,朝鲜的后方,OB,AB,1,ontological,1,equative,本条未作扩展构式义标注；核心统计仅使用已编码字段,4,similarity,2,1.0,基于源域的认知参照,1.0,2,1,"后方, 前线, 战争, 支援, 外交, [后方隐喻构式群], [外交话语构式群]",0.85,0.8,2,standard,1.7,1.8,0.5,,"继承自""X是Y""基本判断构式",129555,对于刚才中国总理所说的话，我是同意的。中国是朝鲜的后方，朝鲜是中国的前线；中国和朝鲜就是这样的关系。,中国是朝鲜的后方,1990,人民日报,新闻,,,,,,,categorization,0.3,新闻,高,具具,高_具具,3,1,9
xb_00979,xb_00979,copular_metaphor,机构等等条件,是,法治的硬环境,OB,AB,4,ontological,1,equative,本条未作扩展构式义标注；核心统计仅使用已编码字段,3,similarity,4,0.75,基于源域的认知参照,0.75,1,1,"环境, 硬, 软, 条件, 法治, [环境隐喻构式群], [法治话语构式群]",0.95,0.95,1,standard,1.4,1.5,0.5,,"继承自""X是Y""基本判断构式",129568,家庭、学校、社会等机构等等条件，则是法治的硬环境。,机构等等条件是法治的硬环境,1990,人民日报,新闻,,,,,,,categorization,0.3,新闻,中,抽具,中_抽具,2,4,8
xb_00980,xb_00980,copular_metaphor,印度尼西亚人民,是,勤劳智慧的人民,HM,ST,2,ontological,1,equative,本条未作扩展构式义标注；核心统计仅使用已编码字段,4,similarity,2,0.75,基于源域的认知参照,0.75,1,1,"人民, 勤劳, 智慧, 特质, 外交, [特质隐喻构式群], [外交话语构式群]",0.95,0.95,1,standard,1.5,1.6,0.5,,"继承自""X是Y""基本判断构式",129571,印度尼西亚人民是勤劳智慧的人民。,印度尼西亚人民是勤劳智慧的人民,1990,人民日报,新闻,,,,,,,categorization,0.3,新闻,高,具抽,高_具抽,3,2,10
xb_00981,xb_00981,copular_metaphor,农村党支部,是,团结群众和带领群众建设社会主义的堡垒,OB,SC,1,ontological,1,equative,本条未作扩展构式义标注；核心统计仅使用已编码字段,4,similarity,2,1.0,基于源域的认知参照,1.0,1,1,"堡垒, 战斗, 核心, 党支部, 群众, [堡垒隐喻构式群], [党建话语构式群]",0.95,0.95,2,standard,1.7,1.7,0.5,,"继承自""X是Y""基本判断构式",129578,农村党支部是团结群众和带领群众建设社会主义的堡垒。,农村党支部是团结群众和带领群众建设社会主义的堡垒,1990,人民日报,新闻,,,,,,,categorization,0.3,新闻,高,具具,高_具具,3,1,9
xb_00982,xb_00982,copular_metaphor,党内外群众,是,基本力量,FC,SC,2,ontological,1,equative,本条未作扩展构式义标注；核心统计仅使用已编码字段,4,similarity,2,1.0,基于源域的认知参照,1.0,1,1,"力量, 基本, 核心, 群众, 党建, [力量隐喻构式群], [党建话语构式群]",0.95,0.95,2,standard,1.6,1.7,0.5,,"继承自""X是Y""基本判断构式",129582,共产党员和党外先进分子共同形成的骨干队伍是核心力量，广大党内外群众是基本力量。,党内外群众是基本力量,1990,人民日报,新闻,,,,,,,categorization,0.3,新闻,高,具抽,高_具抽,3,2,10
xb_00983,xb_00983,copular_metaphor,漫画,是,幽默艺术,OB,ST,4,ontological,1,equative,本条未作扩展构式义标注；核心统计仅使用已编码字段,3,similarity,4,0.5,基于源域的认知参照,0.75,1,1,"艺术, 幽默, 讽刺, 漫画, 表现, [艺术话语构式群], [幽默话语构式群]",0.95,0.95,1,standard,1.3,1.4,0.5,,"继承自""X是Y""基本判断构式",129586,漫画是幽默艺术，以幽默方式表现人民憎、人民怨的漫画形象，是符合漫画特点的。,漫画是幽默艺术,1990,人民日报,新闻,,,,,,,categorization,0.3,新闻,中,抽具,中_抽具,2,4,8
xb_00984,xb_00984,copular_metaphor,青年,是,贫困地区经济开发的生力军,WR,AB,1,ontological,1,equative,本条未作扩展构式义标注；核心统计仅使用已编码字段,4,similarity,2,1.0,基于源域的认知参照,1.0,1,1,"生力军, 战斗, 青年, 扶贫, 开发, [生力军隐喻构式群], [扶贫话语构式群]",0.95,0.95,2,standard,1.6,1.7,0.5,,"继承自""X是Y""基本判断构式",129592,国务委员陈俊生在讲话中指出，青年是贫困地区经济开发的生力军。,青年是贫困地区经济开发的生力军,1990,人民日报,新闻,,,,,,,categorization,0.3,新闻,高,具具,高_具具,3,1,9
xb_00985,xb_00985,copular_metaphor,典型群,是,先进思想的凝聚,OB,ST,4,ontological,1,equative,本条未作扩展构式义标注；核心统计仅使用已编码字段,3,similarity,4,0.75,基于源域的认知参照,1.0,2,1,"凝聚, 先进, 思想, 典型, 精神, [凝聚隐喻构式群], [精神文明构式群]",0.9,0.85,2,standard,1.6,1.7,0.5,,"继承自""X是Y""基本判断构式",129601,典型群是先进思想的凝聚，他们的各种品格、各种本质闪光点聚合在一起，就形成了一种群体的力量。,典型群是先进思想的凝聚,1990,人民日报,新闻,,,,,,,categorization,0.3,新闻,中,抽具,中_抽具,2,4,8
xb_00986,xb_00986,copular_metaphor,文章,是,客观事物的反映,OB,ST,4,ontological,1,equative,本条未作扩展构式义标注；核心统计仅使用已编码字段,3,similarity,4,0.5,基于源域的认知参照,1.0,1,1,"反映, 客观, 能动, 文章, 文艺, [反映隐喻构式群], [文艺话语构式群]",0.95,0.95,1,standard,1.5,1.6,0.5,,"继承自""X是Y""基本判断构式",129615,按照毛泽东的文艺思想，文章是客观事物的反映，但也不是机械的、照相式的反映，而是作者分析、体味以后的能动的反映。,文章是客观事物的反映,1991,人民日报,新闻,,,,,,,categorization,0.3,新闻,中,抽具,中_抽具,2,4,8
xb_00987,xb_00987,copular_metaphor,硬通货,是,重要的战略物资,WR,AB,4,ontological,1,equative,本条未作扩展构式义标注；核心统计仅使用已编码字段,3,similarity,4,0.75,基于源域的认知参照,1.0,2,1,"战略物资, 硬通货, 外汇, 旅游, 经济, [战略物资隐喻构式群], [经济话语构式群]",0.9,0.85,2,standard,1.5,1.6,0.5,,"继承自""X是Y""基本判断构式",129624,李鹏指出，旅游业是外汇的重要来源，硬通货，是重要的战略物资，应该争取更多的创汇。,硬通货是重要的战略物资,1991,人民日报,新闻,,,,,,,categorization,0.3,新闻,中,抽具,中_抽具,2,4,8
